Cod,EAN,Nume,Culoare,Brand,"In stoc","Pret normal","Pret promo","Pret promo data inceput","Pret promo data sfarsit",Descriere,Imagine,"Imagini secundare",Categorie,Greutate
410_00448,8595557505013,"Bicicleta fara pedale Funny Wheels Rider SuperSport 2 in 1 Pearl",Alb,"FUNNY WHEELS RIDER",1,229.0000,,,,"<p>Noutate a anului 2020, bicicleta fara pedale&nbsp;<strong>Funny Wheels RIDER SUPERSPORT</strong>&nbsp;vine in patru culori atragatoare, exclusiviste</p>
<p>Rotile cu anvelope de cauciuc plin&nbsp;sunt silentioase&nbsp;si nu zgarie parchetul</p>
<p>Manerele invelite in cauciuc pentru protectia manutelor sunt asortate coloristic cu jantele stilate</p>
<p>Echipata cu coarda cu triplu rol: transport pe umar, limitare&nbsp;a distantei fata de parinte (cand este atasata doar in spate) si curea de tractare (cand este atasata doar in fata)</p>
<p>Rotile pot fi reglate pe inaltime in doua pozitii, atat in fata, cat si in spate</p>
<p>Vehiculul&nbsp;poate fi transformat din&nbsp;tricicleta (cu doua roti spate)&nbsp;in&nbsp;bicicleta (cu o roata spate)</p>
<p>Rotirea ghidonului este limitata pentru a evita accidentarile</p>
<p><strong>DATE TEHNICE</strong></p>
<p><strong>Varsta:&nbsp;</strong>1-4&nbsp;ani<br /><strong>Lungime:</strong>&nbsp;62-64 cm<br /><strong>Inaltime:</strong>&nbsp;42,5-44&nbsp;cm<br /><strong>Latime:</strong>&nbsp;30&nbsp;cm (la ghidon)<br /><strong>Inaltime scaun:</strong>&nbsp;27-29&nbsp;cm<br /><strong>Diametru roti:</strong>&nbsp;20 cm<br /><strong>Greutate:</strong>&nbsp;1,8 Kg</p>",https://www.puimic.ro/media/catalog/product//e/m/emag_fwrss_pearl_1_2.jpg,"https://www.puimic.ro/media/catalog/product//e/m/emag_fwrss_pearl_4_1.jpg, https://www.puimic.ro/media/catalog/product//e/m/emag_fwrss_pearl_7_1.jpg","Jucarii/Biciclete>Jucarii>Biciclete>Rider SuperSport",1.8000
410_00447,8595557504986,"Bicicleta fara pedale Funny Wheels Rider SuperSport 2 in 1 Lime",Verde,"FUNNY WHEELS RIDER",1,229.0000,,,,"<p>Noutate a anului 2020, bicicleta fara pedale&nbsp;<strong>Funny Wheels RIDER SUPERSPORT</strong>&nbsp;vine in patru culori atragatoare, exclusiviste</p>
<p>Rotile cu anvelope de cauciuc plin&nbsp;sunt silentioase&nbsp;si nu zgarie parchetul</p>
<p>Manerele invelite in cauciuc pentru protectia manutelor sunt asortate coloristic cu jantele stilate</p>
<p>Echipata cu coarda cu triplu rol: transport pe umar, limitare&nbsp;a distantei fata de parinte (cand este atasata doar in spate) si curea de tractare (cand este atasata doar in fata)</p>
<p>Rotile pot fi reglate pe inaltime in doua pozitii, atat in fata, cat si in spate</p>
<p>Vehiculul&nbsp;poate fi transformat din&nbsp;tricicleta (cu doua roti spate)&nbsp;in&nbsp;bicicleta (cu o roata spate)</p>
<p>Rotirea ghidonului este limitata pentru a evita accidentarile</p>
<p><strong>DATE TEHNICE</strong></p>
<p><strong>Varsta:&nbsp;</strong>1-4&nbsp;ani<br /><strong>Lungime:</strong>&nbsp;62-64 cm<br /><strong>Inaltime:</strong>&nbsp;42,5-44&nbsp;cm<br /><strong>Latime:</strong>&nbsp;30&nbsp;cm (la ghidon)<br /><strong>Inaltime scaun:</strong>&nbsp;27-29&nbsp;cm<br /><strong>Diametru roti:</strong>&nbsp;20 cm<br /><strong>Greutate:</strong>&nbsp;1,8 Kg</p>",https://www.puimic.ro/media/catalog/product//e/m/emag_fwrss_lime_1.jpg,"https://www.puimic.ro/media/catalog/product//e/m/emag_fwrss_lime_4.jpg, https://www.puimic.ro/media/catalog/product//e/m/emag_fwrss_lime_5.jpg, https://www.puimic.ro/media/catalog/product//e/m/emag_fwrss_lime_6.jpg, https://www.puimic.ro/media/catalog/product//e/m/emag_fwrss_lime_3.jpg","Jucarii/Biciclete>Jucarii>Biciclete>Rider SuperSport",1.8000
TOYZ-0305,5903076306128,"Tricicleta pentru copii Toyz EMBO Albastra",Albastru,TOYZ,1,219.0000,,,,"<p>Toyz<strong> EMBO</strong> este o tricicleta care face timpul petrecut la plimbare mult mai placut. De asemenea, aceasta ajuta la imbunatatirea coordonarii. Tricicleta are un cadru solid de metal si roti de spuma. Este echipata cu doua cosuri care permit transportul jucariilor si a altor accesorii utile in timpul plimbarii.</p>
<p><strong>Ce castigati cumparand o tricicleta Toyz EMBO pentru copilul dumneavoastra?</strong></p>
<p>&bull;&nbsp;<strong>Distractie maxima</strong> pentru un copil cu&nbsp;<strong>varsta de 3-5 ani</strong></p>
<p><strong></strong>&bull;&nbsp;<strong>Constructie solida de metal</strong></p>
<p><strong></strong>&bull;&nbsp;<strong>Roti de cauciuc umplut cu spuma, imposibil de spart</strong></p>
<p><strong></strong><strong>&bull; Doua cosuri&nbsp;</strong>pentru jucarii si accesorii</p>
<p><strong>&bull; Garantia sigurantei</strong> - tricicleta are <strong>certificare CE</strong> si este&nbsp;<strong>omologat conform EN71</strong></p>
<p><strong></strong><strong>&bull; Instructiuni clare si instalare usoara</strong></p>
<p><strong>DATE TEHNICE:</strong></p>
<p><strong>Varsta:&nbsp;</strong>3-5 ani<br /><strong>Dimensiuni:&nbsp;</strong>80x45x60 cm<br /><strong>Dimensiuni scaun:&nbsp;</strong>19x16 cm<br /><strong>Greutate:&nbsp;</strong>6,5 Kg<br /><strong>Greutate maxima admisa:&nbsp;</strong>25 Kg<br /><strong>Dimensiuni roti:</strong> Fata 26 cm; Spate 22,5 cm<br /><strong>Pozitii reglaj scaun: </strong>2 (pe orizontala)<br /><strong>Dimensiuni ambalaj:&nbsp;</strong>58x32x23 cm</p>",https://www.puimic.ro/media/catalog/product//e/m/embo_blue_01_6.jpg,"https://www.puimic.ro/media/catalog/product//e/m/embo_blue_03_5.jpg, https://www.puimic.ro/media/catalog/product//e/m/embo_blue_02_5.jpg, https://www.puimic.ro/media/catalog/product//e/m/embo_blue_04_5.jpg, https://www.puimic.ro/media/catalog/product//e/m/embo_blue_06_4.jpg, https://www.puimic.ro/media/catalog/product//e/m/embo_blue_05_4.jpg, https://www.puimic.ro/media/catalog/product//e/m/embo_blue_07_4.jpg, https://www.puimic.ro/media/catalog/product//e/m/embo_blue_08_4.jpg, https://www.puimic.ro/media/catalog/product//e/m/embo_blue_09_5.jpg, https://www.puimic.ro/media/catalog/product//e/m/embo_blue_wpokoiku_10_1_1.jpg, https://www.puimic.ro/media/catalog/product//e/m/embo_blue_wpokoiku_12_1_1.jpg, https://www.puimic.ro/media/catalog/product//e/m/embo_blue_wpokoiku_11_1_1.jpg, https://www.puimic.ro/media/catalog/product//e/m/embo_blue_wymiar_4.jpg",Jucarii/Triciclete>Jucarii>Triciclete>Jucarii/Triciclete>Jucarii,6.5000
TOYZ-0307,5903076306142,"Tricicleta pentru copii Toyz EMBO Rosie",Rosu,TOYZ,1,219.0000,,,,"<p>Toyz<strong> EMBO</strong> este o tricicleta care face timpul petrecut la plimbare mult mai placut. De asemenea, aceasta ajuta la imbunatatirea coordonarii. Tricicleta are un cadru solid de metal si roti de spuma. Este echipata cu doua cosuri care permit transportul jucariilor si a altor accesorii utile in timpul plimbarii.</p>
<p><strong>Ce castigati cumparand o tricicleta Toyz EMBO pentru copilul dumneavoastra?</strong></p>
<p>&bull;&nbsp;<strong>Distractie maxima</strong> pentru un copil cu&nbsp;<strong>varsta de 3-5 ani</strong></p>
<p><strong></strong>&bull;&nbsp;<strong>Constructie solida de metal</strong></p>
<p><strong></strong>&bull;&nbsp;<strong>Roti de cauciuc umplut cu spuma, imposibil de spart</strong></p>
<p><strong></strong><strong>&bull; Doua cosuri&nbsp;</strong>pentru jucarii si accesorii</p>
<p><strong>&bull; Garantia sigurantei</strong> - tricicleta are <strong>certificare CE</strong> si este&nbsp;<strong>omologat conform EN71</strong></p>
<p><strong></strong><strong>&bull; Instructiuni clare si instalare usoara</strong></p>
<p><strong>DATE TEHNICE:</strong></p>
<p><strong>Varsta:&nbsp;</strong>3-5 ani<br /><strong>Dimensiuni:&nbsp;</strong>80x45x60 cm<br /><strong>Dimensiuni scaun:&nbsp;</strong>19x16 cm<br /><strong>Greutate:&nbsp;</strong>6,5 Kg<br /><strong>Greutate maxima admisa:&nbsp;</strong>25 Kg<br /><strong>Dimensiuni roti:</strong> Fata 26 cm; Spate 22,5 cm<br /><strong>Pozitii reglaj scaun: </strong>2 (pe orizontala)<br /><strong>Dimensiuni ambalaj:&nbsp;</strong>58x32x23 cm</p>",https://www.puimic.ro/media/catalog/product//e/m/embo_red_01_1_2.jpg,"https://www.puimic.ro/media/catalog/product//e/m/embo_red_09_1_2.jpg, https://www.puimic.ro/media/catalog/product//e/m/embo_red_wymiary_1_2.jpg, https://www.puimic.ro/media/catalog/product//e/m/embo_red_03_1_2.jpg, https://www.puimic.ro/media/catalog/product//e/m/embo_red_02_1_2.jpg, https://www.puimic.ro/media/catalog/product//e/m/embo_red_04_1_2.jpg, https://www.puimic.ro/media/catalog/product//e/m/embo_red_06_1_2.jpg, https://www.puimic.ro/media/catalog/product//e/m/embo_red_07_1_2.jpg, https://www.puimic.ro/media/catalog/product//e/m/embo_red_08_1_2.jpg, https://www.puimic.ro/media/catalog/product//e/m/embo_red_05_1_2.jpg, https://www.puimic.ro/media/catalog/product//e/m/embo_red_wpokoiku_10_1_2.jpg, https://www.puimic.ro/media/catalog/product//e/m/embo_red_wpokoiku_11_1_2.jpg, https://www.puimic.ro/media/catalog/product//e/m/embo_red_wpokoiku_12_1_2.jpg",Jucarii/Triciclete>Jucarii>Triciclete>Jucarii/Triciclete>Jucarii,6.5000
TOYZ-0306,5903076306135,"Tricicleta pentru copii Toyz EMBO Roz",Roz,TOYZ,1,219.0000,,,,"<p>Toyz<strong> EMBO</strong> este o tricicleta care face timpul petrecut la plimbare mult mai placut. De asemenea, aceasta ajuta la imbunatatirea coordonarii. Tricicleta are un cadru solid de metal si roti de spuma. Este echipata cu doua cosuri care permit transportul jucariilor si a altor accesorii utile in timpul plimbarii.</p>
<p><strong>Ce castigati cumparand o tricicleta Toyz EMBO pentru copilul dumneavoastra?</strong></p>
<p>&bull;&nbsp;<strong>Distractie maxima</strong> pentru un copil cu&nbsp;<strong>varsta de 3-5 ani</strong></p>
<p><strong></strong>&bull;&nbsp;<strong>Constructie solida de metal</strong></p>
<p><strong></strong>&bull;&nbsp;<strong>Roti de cauciuc umplut cu spuma, imposibil de spart</strong></p>
<p><strong></strong><strong>&bull; Doua cosuri&nbsp;</strong>pentru jucarii si accesorii</p>
<p><strong>&bull; Garantia sigurantei</strong> - tricicleta are <strong>certificare CE</strong> si este&nbsp;<strong>omologat conform EN71</strong></p>
<p><strong></strong><strong>&bull; Instructiuni clare si instalare usoara</strong></p>
<p><strong>DATE TEHNICE:</strong></p>
<p><strong>Varsta:&nbsp;</strong>3-5 ani<br /><strong>Dimensiuni:&nbsp;</strong>80x45x60 cm<br /><strong>Dimensiuni scaun:&nbsp;</strong>19x16 cm<br /><strong>Greutate:&nbsp;</strong>6,5 Kg<br /><strong>Greutate maxima admisa:&nbsp;</strong>25 Kg<br /><strong>Dimensiuni roti:</strong> Fata 26 cm; Spate 22,5 cm<br /><strong>Pozitii reglaj scaun: </strong>2 (pe orizontala)<br /><strong>Dimensiuni ambalaj:&nbsp;</strong>58x32x23 cm</p>",https://www.puimic.ro/media/catalog/product//e/m/embo_pink_01_2.jpg,"https://www.puimic.ro/media/catalog/product//e/m/embo_pink_02_1.jpg, https://www.puimic.ro/media/catalog/product//e/m/embo_pink_03_1.jpg, https://www.puimic.ro/media/catalog/product//e/m/embo_pink_04_1.jpg, https://www.puimic.ro/media/catalog/product//e/m/embo_pink_09_1.jpg, https://www.puimic.ro/media/catalog/product//e/m/embo_pink_wymiary_1.jpg, https://www.puimic.ro/media/catalog/product//e/m/embo_pink_07_1.jpg, https://www.puimic.ro/media/catalog/product//e/m/embo_pink_06_1.jpg, https://www.puimic.ro/media/catalog/product//e/m/embo_pink_05_1.jpg, https://www.puimic.ro/media/catalog/product//e/m/embo_pink_08_1.jpg, https://www.puimic.ro/media/catalog/product//e/m/embo_pink_wpokoiku_12_1.jpg, https://www.puimic.ro/media/catalog/product//e/m/embo_pink_wpokoiku_11_1.jpg, https://www.puimic.ro/media/catalog/product//e/m/embo_pink_wpokoiku_10_1.jpg",Jucarii/Triciclete>Jucarii>Triciclete>Jucarii/Triciclete>Jucarii,6.5000
SILLO-4156,5903076306326,"Prosop cu gluga Sensillo SHEEP 80x80 cm Turquoise",Turcoaz,SENSILLO,1,35.0000,,,,"<p>Prosopul cu gluga Sensillo SHEEP este realizat 100% din bumbac</p>
<p>Moale si placut la atingere, absoarbe perfect umezeala dupa imbaiere.</p>
<p>Brodat pe gluga cu motive simpatice cu oi.</p>
<p>Rezistent in utilizare, nu se decoloreaza.</p>
<p>Usor de intretinut, se poate spala la masina de spalat automata.</p>
<p>Prosopul cu gluga SHEEP este produs in Polonia.</p>
<p><strong>DATE TEHNICE:</strong></p>
<p><strong>Lungime:</strong> 80 cm<br /><strong>Latime:</strong> 80 cm<br /><strong>Varsta:</strong> 0+ luni<br /><strong>Material:</strong>&nbsp;100% bumbac</p>",https://www.puimic.ro/media/catalog/product//o/k/okrycie_owieczka_turkusowy_01.jpg,"https://www.puimic.ro/media/catalog/product//o/k/okrycie_owieczka_turkusowy_02.jpg, https://www.puimic.ro/media/catalog/product//o/k/okrycie_owieczka_turkusowy_03.jpg, https://www.puimic.ro/media/catalog/product//o/k/okrycie_owieczka_turkusowy_01.jpg",Prosoape>Prosoape,1.0000
TOYZ-2540,5903076306098,"Vehicul fara pedale pentru copii Toyz SPINNER Blue",Albastru,TOYZ,0,259.0000,,,,"<p><strong>Spinner</strong> este o jucarie fara pedale de la Toyz care asigura distractia fiecarui copil. Inaintarea se face prin <strong>miscari alternative ale volanului</strong>, fara folosirea picioarelor. Se poate utiliza atata in casa, cat si in exterior. Datorita rotilor de cauciuc, nu zgarie parchetul, iar la o anumita viteza <strong>rotile incep sa lumineze</strong>. Scaunul ergonomic si suportul pentru picioare aderent garanteaza siguranta jocului. Spinner poate fi folosit de copii cu varsta de peste 3 ani si chiar si de parinti datorita greutatii maxime admise de 100 kg.</p>
<p><strong>Ce castigati prin alegerea unei jucarii fara pedale Toyz SPINNER pentru copilul dumneavoastra?</strong></p>
<p><strong>&bull; Distractie</strong> atat <strong>in casa</strong>, cat si <strong>pe afara</strong></p>
<p><strong><strong>&bull;&nbsp;</strong>Dezvoltare motorie</strong> datorita inaintarii folosind ambele maini si balansarea corpului</p>
<p><strong><strong>&bull;&nbsp;</strong>Structura usoara</strong> si&nbsp;<strong>rezistenta</strong></p>
<p><strong><strong>&bull;&nbsp;</strong>Roti de cauciuc luminoase -&nbsp;</strong>nu zgarie parchetul</p>
<p><strong><strong>&bull;&nbsp;</strong>Ecartament spate lat</strong> pentru un <strong>echilibru perfect</strong></p>
<p><strong><strong>&bull;&nbsp;</strong>Scaun ergonomic</strong></p>
<p><strong><strong>&bull;&nbsp;</strong>Suport pentru picioare aderent</strong></p>
<p><strong><strong>&bull;&nbsp;</strong>Directie de deplasare</strong> inainte si inapoi&nbsp;</p>
<p><strong><strong>&bull;&nbsp;</strong>Garantia sigurantei</strong> - conform cu standardul EN-71, 2, 3</p>
<p><strong>DATE TEHNICE:</strong></p>
<p><strong>Varsta:&nbsp;</strong>3+ ani<br /><strong>Dimensiuni:&nbsp;</strong>80x30x42 cm<br /><strong>Dimensiuni scaun:&nbsp;</strong>26x23 cm<br /><strong>Greutate:&nbsp;</strong>3,4 Kg<br /><strong>Greutate maxima admisa:&nbsp;</strong>100 Kg<br /><strong>Dimensiuni colet:&nbsp;</strong>70x30x27,5 cm</p>",https://www.puimic.ro/media/catalog/product//s/p/spinner_blue_01.jpg,"https://www.puimic.ro/media/catalog/product//s/p/spinner_blue_03.jpg, https://www.puimic.ro/media/catalog/product//s/p/spinner_blue_02.jpg, https://www.puimic.ro/media/catalog/product//s/p/spinner_blue_04.jpg, https://www.puimic.ro/media/catalog/product//s/p/spinner_blue_05.jpg, https://www.puimic.ro/media/catalog/product//s/p/spinner_blue_06.jpg, https://www.puimic.ro/media/catalog/product//s/p/spinner_blue_09.jpg, https://www.puimic.ro/media/catalog/product//s/p/spinner_blue_07.jpg, https://www.puimic.ro/media/catalog/product//s/p/spinner_blue_11.jpg, https://www.puimic.ro/media/catalog/product//s/p/spinner_blue_08.jpg, https://www.puimic.ro/media/catalog/product//s/p/spinner_blue_10.jpg, https://www.puimic.ro/media/catalog/product//s/p/spinner_blue_wpokoiku_12.jpg, https://www.puimic.ro/media/catalog/product//s/p/spinner_blue_wpokoiku_13.jpg, https://www.puimic.ro/media/catalog/product//s/p/spinner_blue_wpokoiku_14.jpg, https://www.puimic.ro/media/catalog/product//s/p/spinner_blue_wymiary.jpg","Jucarii/Vehicule fara pedale>Jucarii>Vehicule fara pedale>Jucarii>Jucarii/Vehicule fara pedale",3.4000
TOYZ-2541,5903076306104,"Vehicul fara pedale pentru copii Toyz SPINNER Mint",Verde,TOYZ,0,259.0000,,,,"<p><strong>Spinner</strong> este o jucarie fara pedale de la Toyz care asigura distractia fiecarui copil. Inaintarea se face prin <strong>miscari alternative ale volanului</strong>, fara folosirea picioarelor. Se poate utiliza atata in casa, cat si in exterior. Datorita rotilor de cauciuc, nu zgarie parchetul, iar la o anumita viteza <strong>rotile incep sa lumineze</strong>. Scaunul ergonomic si suportul pentru picioare aderent garanteaza siguranta jocului. Spinner poate fi folosit de copii cu varsta de peste 3 ani si chiar si de parinti datorita greutatii maxime admise de 100 kg.</p>
<p><strong>Ce castigati prin alegerea unei jucarii fara pedale Toyz SPINNER pentru copilul dumneavoastra?</strong></p>
<p><strong>&bull; Distractie</strong> atat <strong>in casa</strong>, cat si <strong>pe afara</strong></p>
<p><strong><strong>&bull;&nbsp;</strong>Dezvoltare motorie</strong> datorita inaintarii folosind ambele maini si balansarea corpului</p>
<p><strong><strong>&bull;&nbsp;</strong>Structura usoara</strong> si&nbsp;<strong>rezistenta</strong></p>
<p><strong><strong>&bull;&nbsp;</strong>Roti de cauciuc luminoase -&nbsp;</strong>nu zgarie parchetul</p>
<p><strong><strong>&bull;&nbsp;</strong>Ecartament spate lat</strong> pentru un <strong>echilibru perfect</strong></p>
<p><strong><strong>&bull;&nbsp;</strong>Scaun ergonomic</strong></p>
<p><strong><strong>&bull;&nbsp;</strong>Suport pentru picioare aderent</strong></p>
<p><strong><strong>&bull;&nbsp;</strong>Directie de deplasare</strong> inainte si inapoi&nbsp;</p>
<p><strong><strong>&bull;&nbsp;</strong>Garantia sigurantei</strong> - conform cu standardul EN-71, 2, 3</p>
<p><strong>DATE TEHNICE:</strong></p>
<p><strong>Varsta:&nbsp;</strong>3+ ani<br /><strong>Dimensiuni:&nbsp;</strong>80x30x42 cm<br /><strong>Dimensiuni scaun:&nbsp;</strong>26x23 cm<br /><strong>Greutate:&nbsp;</strong>3,4 Kg<br /><strong>Greutate maxima admisa:&nbsp;</strong>100 Kg<br /><strong>Dimensiuni colet:&nbsp;</strong>70x30x27,5 cm</p>",https://www.puimic.ro/media/catalog/product//s/p/spinner_mint_01.jpg,"https://www.puimic.ro/media/catalog/product//s/p/spinner_mint_03.jpg, https://www.puimic.ro/media/catalog/product//s/p/spinner_mint_01.jpg, https://www.puimic.ro/media/catalog/product//s/p/spinner_mint_02.jpg, https://www.puimic.ro/media/catalog/product//s/p/spinner_mint_04.jpg, https://www.puimic.ro/media/catalog/product//s/p/spinner_mint_06.jpg, https://www.puimic.ro/media/catalog/product//s/p/spinner_mint_05.jpg, https://www.puimic.ro/media/catalog/product//s/p/spinner_mint_07.jpg, https://www.puimic.ro/media/catalog/product//s/p/spinner_mint_09.jpg, https://www.puimic.ro/media/catalog/product//s/p/spinner_mint_08.jpg, https://www.puimic.ro/media/catalog/product//s/p/spinner_mint_wpokoiku_12.jpg, https://www.puimic.ro/media/catalog/product//s/p/spinner_mint_11.jpg, https://www.puimic.ro/media/catalog/product//s/p/spinner_mint_10.jpg, https://www.puimic.ro/media/catalog/product//s/p/spinner_mint_wpokoiku_13.jpg, https://www.puimic.ro/media/catalog/product//s/p/spinner_mint_wpokoiku_14.jpg, https://www.puimic.ro/media/catalog/product//s/p/spinner_mint_wymiary.jpg","Vehicule fara pedale>Vehicule fara pedale>Jucarii>Jucarii/Vehicule fara pedale",3.4000
TOYZ-2542,5903076306111,"Vehicul fara pedale pentru copii Toyz SPINNER Pink",Roz,TOYZ,0,259.0000,,,,"<p><strong>Spinner</strong> este o jucarie fara pedale de la Toyz care asigura distractia fiecarui copil. Inaintarea se face prin <strong>miscari alternative ale volanului</strong>, fara folosirea picioarelor. Se poate utiliza atata in casa, cat si in exterior. Datorita rotilor de cauciuc, nu zgarie parchetul, iar la o anumita viteza <strong>rotile incep sa lumineze</strong>. Scaunul ergonomic si suportul pentru picioare aderent garanteaza siguranta jocului. Spinner poate fi folosit de copii cu varsta de peste 3 ani si chiar si de parinti datorita greutatii maxime admise de 100 kg.</p>
<p><strong>Ce castigati prin alegerea unei jucarii fara pedale Toyz SPINNER pentru copilul dumneavoastra?</strong></p>
<p><strong>&bull; Distractie</strong> atat <strong>in casa</strong>, cat si <strong>pe afara</strong></p>
<p><strong><strong>&bull;&nbsp;</strong>Dezvoltare motorie</strong> datorita inaintarii folosind ambele maini si balansarea corpului</p>
<p><strong><strong>&bull;&nbsp;</strong>Structura usoara</strong> si&nbsp;<strong>rezistenta</strong></p>
<p><strong><strong>&bull;&nbsp;</strong>Roti de cauciuc luminoase -&nbsp;</strong>nu zgarie parchetul</p>
<p><strong><strong>&bull;&nbsp;</strong>Ecartament spate lat</strong> pentru un <strong>echilibru perfect</strong></p>
<p><strong><strong>&bull;&nbsp;</strong>Scaun ergonomic</strong></p>
<p><strong><strong>&bull;&nbsp;</strong>Suport pentru picioare aderent</strong></p>
<p><strong><strong>&bull;&nbsp;</strong>Directie de deplasare</strong> inainte si inapoi&nbsp;</p>
<p><strong><strong>&bull;&nbsp;</strong>Garantia sigurantei</strong> - conform cu standardul EN-71, 2, 3</p>
<p><strong>DATE TEHNICE:</strong></p>
<p><strong>Varsta:&nbsp;</strong>3+ ani<br /><strong>Dimensiuni:&nbsp;</strong>80x30x42 cm<br /><strong>Dimensiuni scaun:&nbsp;</strong>26x23 cm<br /><strong>Greutate:&nbsp;</strong>3,4 Kg<br /><strong>Greutate maxima admisa:&nbsp;</strong>100 Kg<br /><strong>Dimensiuni colet:&nbsp;</strong>70x30x27,5 cm</p>",https://www.puimic.ro/media/catalog/product//s/p/spinner_pink_01.jpg,"https://www.puimic.ro/media/catalog/product//s/p/spinner_pink_03.jpg, https://www.puimic.ro/media/catalog/product//s/p/spinner_pink_02.jpg, https://www.puimic.ro/media/catalog/product//s/p/spinner_pink_04.jpg, https://www.puimic.ro/media/catalog/product//s/p/spinner_pink_06.jpg, https://www.puimic.ro/media/catalog/product//s/p/spinner_pink_07.jpg, https://www.puimic.ro/media/catalog/product//s/p/spinner_pink_08.jpg, https://www.puimic.ro/media/catalog/product//s/p/spinner_pink_10.jpg, https://www.puimic.ro/media/catalog/product//s/p/spinner_pink_09.jpg, https://www.puimic.ro/media/catalog/product//s/p/spinner_pink_05.jpg, https://www.puimic.ro/media/catalog/product//s/p/spinner_pink_wymiary.jpg, https://www.puimic.ro/media/catalog/product//s/p/spinner_pink_wpokoiku_12.jpg, https://www.puimic.ro/media/catalog/product//s/p/spinner_pink_wpokoiku_13.jpg, https://www.puimic.ro/media/catalog/product//s/p/spinner_pink_wpokoiku_14.jpg, https://www.puimic.ro/media/catalog/product//s/p/spinner_pink_11.jpg","Jucarii/Vehicule fara pedale>Jucarii>Vehicule fara pedale>Jucarii>Jucarii/Vehicule fara pedale",3.4000
SILLO-01705,5903076306777,"Saltea de spuma Sensillo 120x60 cm Gri/Pene",Gri,SENSILLO,1,85.0000,,,,"<p>Salteaua de&nbsp;spuma este o varianta economica foarte buna pentru parintii care cauta o solutie confortabila, la un pret accesibil</p>
<p>Stratul de spuma cu <strong>grosimea de 6 cm</strong> asigura un somn confortabil si odihnitor</p>
<p>Componentele saltelei sunt antialergice</p>
<p>Husa este rezistenta si poate fi scoasa si spalata</p>
<p>Salteaua se potriveste in orice patut cu dimensiunea de&nbsp;<strong>120x60 cm.</strong></p>
<p>Toate componentele saltelei indeplinesc standardul&nbsp;<strong>OEKO-TEX 100.</strong></p>
<p><strong>Produsa in Polonia</strong></p>",https://www.puimic.ro/media/catalog/product//w/k/wklad_do_lozeczka_szare_piorka_01.jpg,"https://www.puimic.ro/media/catalog/product//w/k/wklad_do_lozeczka_szare_piorka_04.jpg, https://www.puimic.ro/media/catalog/product//w/k/wklad_do_lozeczka_szare_piorka_02.jpg, https://www.puimic.ro/media/catalog/product//w/k/wklad_do_lozeczka_szare_piorka_03.jpg, https://www.puimic.ro/media/catalog/product//w/k/wklad_do_lozeczka_szare_piorka_05.jpg","Saltele 120x60 cm>Saltele copii",2.0000
410_00496,8595557512271,"Jucarie ride-on Funny Wheels LION Blue",Albastru,"FUNNY WHEELS RIDER",1,199.0000,149.0000,"2021-02-09 00:00:00","2024-02-28 00:00:00","<p>Jucaria ride-on&nbsp;<strong>LION</strong>&nbsp;este cel mai nou membru al familiei Funny Wheels!</p>
<p><iframe frameborder=""0"" height=""350"" src=""https://www.youtube.com/embed/tKH5aq9NuQI"" width=""425""></iframe></p>
<p>Perfect pentru cei mai mici copii: ii ajuta sa exploreze toata casa si sa invete miscarile elementare de deplasare</p>
<p><strong>LION</strong>&nbsp;are o greutate foarte mica datorita structurii din plastic si ruleaza lin, fara zgomot si fara sa zgarie podelele, datorita echiparii cu&nbsp;<strong>roti cauciucate</strong>.&nbsp;</p>
<p>Bara de siguranta/maner in partea frontala</p>
<p>Husa de&nbsp;<strong>plus</strong>&nbsp;poate fi scoasa si spalata la masina!</p>
<p><strong>Jucaria ride-on Funny Wheels LION este omologat standardului&nbsp;EN71</strong></p>
<p><strong>DATE TEHNICE:&nbsp;</strong></p>
<p><strong>Varsta:&nbsp;</strong>1-3 ani<br /><strong>Lungime:&nbsp;</strong>49 cm<br /><strong>Latime:&nbsp;</strong>25 cm<br /><strong>Inaltime:&nbsp;</strong>32 cm<br /><strong>Greutate:&nbsp;</strong>1,6 Kg<br /><strong>Sarcina maxima admisa:&nbsp;</strong>25 Kg<br /><strong></strong></p>
<p></p>",https://www.puimic.ro/media/catalog/product//f/w/fwrr_blue_0.jpg,"https://www.puimic.ro/media/catalog/product//f/w/fwrr_blue_1.jpg, https://www.puimic.ro/media/catalog/product//f/w/fwrr_blue_2.jpg, https://www.puimic.ro/media/catalog/product//f/w/fwrr_blue_3.jpg, https://www.puimic.ro/media/catalog/product//f/w/fwrr_blue_4.jpg, https://www.puimic.ro/media/catalog/product//f/w/fwrr_blue_5.jpg, https://www.puimic.ro/media/catalog/product//3/d/3d-krabice-fwrzkooters-nastrel.jpg, https://www.puimic.ro/media/catalog/product//f/w/fwr_deti_052.jpg","Jucarii/Vehicule fara pedale>Jucarii>Ride-on>Lion",3.0000
